CP7: evasive lineage | max_time=45s t_go_max=10s | tracking=True | obs=12-D | miss_tanh_scale=3000m shaping_gamma=1 effort_weight=5 precision_weight=0 -> out=outputs/precision_ft/seed2_pw0
---------------------------------
| rollout/           |          |
| train/                  |             |
|    approx_kl            | 0.006293497 |
|    clip_fraction        | 0.0278      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.635       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.86        |
|    n_updates            | 3055        |
|    policy_gradient_loss | -8.37e-05   |
|    std                  | 0.707       |
|    value_loss           | 40.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.39e+03    |
|    ep_rew_mean          | 82.1        |
| time/                   |             |
|    fps                  | 640         |
|    iterations           | 13          |
|    time_elapsed         | 41          |
|    total_timesteps      | 1255424     |
| train/                  |             |
|    approx_kl            | 0.058369026 |
|    clip_fraction        | 0.171       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.678       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.963       |
|    n_updates            | 3060        |
|    policy_gradient_loss | 0.00373     |
|    std                  | 0.706       |
|    value_loss           | 33.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.42e+03    |
|    ep_rew_mean          | 78.9        |
| time/                   |             |
|    fps                  | 650         |
|    iterations           | 14          |
|    time_elapsed         | 44          |
|    total_timesteps      | 1257472     |
| train/                  |             |
|    approx_kl            | 0.007363836 |
|    clip_fraction        | 0.031       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.966       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.86        |
|    n_updates            | 3065        |
|    policy_gradient_loss | -0.000826   |
|    std                  | 0.707       |
|    value_loss           | 3.11        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.41e+03    |
|    ep_rew_mean          | 78.9        |
| time/                   |             |
|    fps                  | 645         |
|    iterations           | 15          |
|    time_elapsed         | 47          |
|    total_timesteps      | 1259520     |
| train/                  |             |
|    approx_kl            | 0.004472333 |
|    clip_fraction        | 0.0173      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.744       |
|    learning_rate        | 0.0003      |
|    loss                 | 29.8        |
|    n_updates            | 3070        |
|    policy_gradient_loss | -0.00125    |
|    std                  | 0.708       |
|    value_loss           | 43.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.41e+03     |
|    ep_rew_mean          | 78.8         |
| time/                   |              |
|    fps                  | 651          |
|    iterations           | 16           |
|    time_elapsed         | 50           |
|    total_timesteps      | 1261568      |
| train/                  |              |
|    approx_kl            | 0.0073276116 |
|    clip_fraction        | 0.274        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.725        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.65         |
|    n_updates            | 3075         |
|    policy_gradient_loss | 0.0146       |
|    std                  | 0.709        |
|    value_loss           | 26.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.4e+03     |
|    ep_rew_mean          | 80          |
| time/                   |             |
|    fps                  | 651         |
|    iterations           | 17          |
|    time_elapsed         | 53          |
|    total_timesteps      | 1263616     |
| train/                  |             |
|    approx_kl            | 0.008281035 |
|    clip_fraction        | 0.0585      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.766       |
|    learning_rate        | 0.0003      |
|    loss                 | 31.6        |
|    n_updates            | 3080        |
|    policy_gradient_loss | -0.00513    |
|    std                  | 0.708       |
|    value_loss           | 44.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.4e+03     |
|    ep_rew_mean          | 78.8        |
| time/                   |             |
|    fps                  | 655         |
|    iterations           | 18          |
|    time_elapsed         | 56          |
|    total_timesteps      | 1265664     |
| train/                  |             |
|    approx_kl            | 0.004813161 |
|    clip_fraction        | 0.0242      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.726       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.38        |
|    n_updates            | 3085        |
|    policy_gradient_loss | -0.00162    |
|    std                  | 0.708       |
|    value_loss           | 27          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.4e+03     |
|    ep_rew_mean          | 78.8        |
| time/                   |             |
|    fps                  | 659         |
|    iterations           | 19          |
|    time_elapsed         | 58          |
|    total_timesteps      | 1267712     |
| train/                  |             |
|    approx_kl            | 0.014426974 |
|    clip_fraction        | 0.181       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.682       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.955       |
|    n_updates            | 3090        |
|    policy_gradient_loss | 0.00257     |
|    std                  | 0.709       |
|    value_loss           | 51.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.39e+03     |
|    ep_rew_mean          | 80           |
| time/                   |              |
|    fps                  | 663          |
|    iterations           | 20           |
|    time_elapsed         | 61           |
|    total_timesteps      | 1269760      |
| train/                  |              |
|    approx_kl            | 0.0034847846 |
|    clip_fraction        | 0.0257       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.704        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.7          |
|    n_updates            | 3095         |
|    policy_gradient_loss | -0.000964    |
|    std                  | 0.709        |
|    value_loss           | 8            |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.38e+03    |
|    ep_rew_mean          | 81.4        |
| time/                   |             |
|    fps                  | 665         |
|    iterations           | 21          |
|    time_elapsed         | 64          |
|    total_timesteps      | 1271808     |
| train/                  |             |
|    approx_kl            | 0.009820633 |
|    clip_fraction        | 0.0937      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.632       |
|    learning_rate        | 0.0003      |
|    loss                 | 84.3        |
|    n_updates            | 3100        |
|    policy_gradient_loss | -0.00258    |
|    std                  | 0.71        |
|    value_loss           | 43.7        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.36e+03     |
|    ep_rew_mean          | 84.4         |
| time/                   |              |
|    fps                  | 666          |
|    iterations           | 22           |
|    time_elapsed         | 67           |
|    total_timesteps      | 1273856      |
| train/                  |              |
|    approx_kl            | 0.0063651074 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.667        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.13         |
|    n_updates            | 3105         |
|    policy_gradient_loss | -0.00236     |
|    std                  | 0.71         |
|    value_loss           | 45.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.36e+03     |
|    ep_rew_mean          | 84.4         |
| time/                   |              |
|    fps                  | 664          |
|    iterations           | 23           |
|    time_elapsed         | 70           |
|    total_timesteps      | 1275904      |
| train/                  |              |
|    approx_kl            | 0.0040290253 |
|    clip_fraction        | 0.04         |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.681        |
|    learning_rate        | 0.0003       |
|    loss                 | 11.6         |
|    n_updates            | 3110         |
|    policy_gradient_loss | -0.00221     |
|    std                  | 0.709        |
|    value_loss           | 77.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.36e+03     |
|    ep_rew_mean          | 84.4         |
| time/                   |              |
|    fps                  | 662          |
|    iterations           | 24           |
|    time_elapsed         | 74           |
|    total_timesteps      | 1277952      |
| train/                  |              |
|    approx_kl            | 0.0065188035 |
|    clip_fraction        | 0.0469       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.804        |
|    learning_rate        | 0.0003       |
|    loss                 | 76.1         |
|    n_updates            | 3115         |
|    policy_gradient_loss | -0.0038      |
|    std                  | 0.71         |
|    value_loss           | 23.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.36e+03     |
|    ep_rew_mean          | 84.3         |
| time/                   |              |
|    fps                  | 662          |
|    iterations           | 25           |
|    time_elapsed         | 77           |
|    total_timesteps      | 1280000      |
| train/                  |              |
|    approx_kl            | 0.0082019195 |
|    clip_fraction        | 0.0552       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.15        |
|    explained_variance   | 0.793        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.657        |
|    n_updates            | 3120         |
|    policy_gradient_loss | -0.00195     |
|    std                  | 0.709        |
|    value_loss           | 42.3         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 661         |
|    iterations           | 26          |
|    time_elapsed         | 80          |
|    total_timesteps      | 1282048     |
| train/                  |             |
|    approx_kl            | 0.021905303 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.504       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.69        |
|    n_updates            | 3125        |
|    policy_gradient_loss | 0.00158     |
|    std                  | 0.71        |
|    value_loss           | 26.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.37e+03    |
|    ep_rew_mean          | 82.9        |
| time/                   |             |
|    fps                  | 661         |
|    iterations           | 27          |
|    time_elapsed         | 83          |
|    total_timesteps      | 1284096     |
| train/                  |             |
|    approx_kl            | 0.006244354 |
|    clip_fraction        | 0.0536      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.779       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.49        |
|    n_updates            | 3130        |
|    policy_gradient_loss | -0.00373    |
|    std                  | 0.71        |
|    value_loss           | 34.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.37e+03   |
|    ep_rew_mean          | 82.9       |
| time/                   |            |
|    fps                  | 663        |
|    iterations           | 28         |
|    time_elapsed         | 86         |
|    total_timesteps      | 1286144    |
| train/                  |            |
|    approx_kl            | 0.00951552 |
|    clip_fraction        | 0.0725     |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.15      |
|    explained_variance   | 0.567      |
|    learning_rate        | 0.0003     |
|    loss                 | 3.48       |
|    n_updates            | 3135       |
|    policy_gradient_loss | -0.00138   |
|    std                  | 0.709      |
|    value_loss           | 70.3       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.39e+03    |
|    ep_rew_mean          | 81.5        |
| time/                   |             |
|    fps                  | 669         |
|    iterations           | 29          |
|    time_elapsed         | 88          |
|    total_timesteps      | 1288192     |
| train/                  |             |
|    approx_kl            | 0.010405793 |
|    clip_fraction        | 0.0661      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.15       |
|    explained_variance   | 0.64        |
|    learning_rate        | 0.0003      |
|    loss                 | 4.19        |
|    n_updates            | 3140        |
|    policy_gradient_loss | -0.00114    |
|    std                  | 0.708       |
|    value_loss           | 48.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.39e+03    |
|    ep_rew_mean          | 80.1        |
| time/                   |             |
|    fps                  | 672         |
|    iterations           | 30          |
|    time_elapsed         | 91          |
|    total_timesteps      | 1290240     |
| train/                  |             |
|    approx_kl            | 0.010970514 |
|    clip_fraction        | 0.0925      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.344       |
|    learning_rate        | 0.0003      |
|    loss                 | 71.3        |
|    n_updates            | 3145        |
|    policy_gradient_loss | -0.0026     |
|    std                  | 0.706       |
|    value_loss           | 35.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.39e+03    |
|    ep_rew_mean          | 80.1        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 31          |
|    time_elapsed         | 93          |
|    total_timesteps      | 1292288     |
| train/                  |             |
|    approx_kl            | 0.017279582 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.74        |
|    learning_rate        | 0.0003      |
|    loss                 | 22.4        |
|    n_updates            | 3150        |
|    policy_gradient_loss | -0.0011     |
|    std                  | 0.704       |
|    value_loss           | 45.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.38e+03    |
|    ep_rew_mean          | 81.6        |
| time/                   |             |
|    fps                  | 684         |
|    iterations           | 32          |
|    time_elapsed         | 95          |
|    total_timesteps      | 1294336     |
| train/                  |             |
|    approx_kl            | 0.012249804 |
|    clip_fraction        | 0.114       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.14       |
|    explained_variance   | 0.7         |
|    learning_rate        | 0.0003      |
|    loss                 | 0.917       |
|    n_updates            | 3155        |
|    policy_gradient_loss | -0.00082    |
|    std                  | 0.703       |
|    value_loss           | 16.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.39e+03    |
|    ep_rew_mean          | 80.3        |
| time/                   |             |
|    fps                  | 690         |
|    iterations           | 33          |
|    time_elapsed         | 97          |
|    total_timesteps      | 1296384     |
| train/                  |             |
|    approx_kl            | 0.015515568 |
|    clip_fraction        | 0.179       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.537       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.36        |
|    n_updates            | 3160        |
|    policy_gradient_loss | -0.00185    |
|    std                  | 0.702       |
|    value_loss           | 51.5        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.38e+03   |
|    ep_rew_mean          | 81.8       |
| time/                   |            |
|    fps                  | 696        |
|    iterations           | 34         |
|    time_elapsed         | 99         |
|    total_timesteps      | 1298432    |
| train/                  |            |
|    approx_kl            | 0.02614726 |
|    clip_fraction        | 0.167      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.13      |
|    explained_variance   | 0.561      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.06       |
|    n_updates            | 3165       |
|    policy_gradient_loss | 0.00333    |
|    std                  | 0.702      |
|    value_loss           | 27.1       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.38e+03    |
|    ep_rew_mean          | 81.4        |
| time/                   |             |
|    fps                  | 702         |
|    iterations           | 35          |
|    time_elapsed         | 102         |
|    total_timesteps      | 1300480     |
| train/                  |             |
|    approx_kl            | 0.011789271 |
|    clip_fraction        | 0.0829      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.356       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.22        |
|    n_updates            | 3170        |
|    policy_gradient_loss | -0.00469    |
|    std                  | 0.702       |
|    value_loss           | 41.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.37e+03    |
|    ep_rew_mean          | 82.6        |
| time/                   |             |
|    fps                  | 707         |
|    iterations           | 36          |
|    time_elapsed         | 104         |
|    total_timesteps      | 1302528     |
| train/                  |             |
|    approx_kl            | 0.037380196 |
|    clip_fraction        | 0.156       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.606       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.653       |
|    n_updates            | 3175        |
|    policy_gradient_loss | 0.00919     |
|    std                  | 0.704       |
|    value_loss           | 51.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.37e+03     |
|    ep_rew_mean          | 82.7         |
| time/                   |              |
|    fps                  | 713          |
|    iterations           | 37           |
|    time_elapsed         | 106          |
|    total_timesteps      | 1304576      |
| train/                  |              |
|    approx_kl            | 0.0055562435 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.13        |
|    explained_variance   | 0.415        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.19         |
|    n_updates            | 3180         |
|    policy_gradient_loss | 0.000639     |
|    std                  | 0.704        |
|    value_loss           | 46.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.37e+03     |
|    ep_rew_mean          | 82.7         |
| time/                   |              |
|    fps                  | 718          |
|    iterations           | 38           |
|    time_elapsed         | 108          |
|    total_timesteps      | 1306624      |
| train/                  |              |
|    approx_kl            | 0.0121716745 |
|    clip_fraction        | 0.135        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.13        |
|    explained_variance   | 0.738        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.72         |
|    n_updates            | 3185         |
|    policy_gradient_loss | -0.000939    |
|    std                  | 0.703        |
|    value_loss           | 30.3         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.37e+03     |
|    ep_rew_mean          | 82.9         |
| time/                   |              |
|    fps                  | 723          |
|    iterations           | 39           |
|    time_elapsed         | 110          |
|    total_timesteps      | 1308672      |
| train/                  |              |
|    approx_kl            | 0.0053932955 |
|    clip_fraction        | 0.0539       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.13        |
|    explained_variance   | 0.65         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.59         |
|    n_updates            | 3190         |
|    policy_gradient_loss | 2.17e-05     |
|    std                  | 0.703        |
|    value_loss           | 25.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.37e+03    |
|    ep_rew_mean          | 82.9        |
| time/                   |             |
|    fps                  | 725         |
|    iterations           | 40          |
|    time_elapsed         | 112         |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.004340064 |
|    clip_fraction        | 0.066       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.578       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.76        |
|    n_updates            | 3195        |
|    policy_gradient_loss | -0.00226    |
|    std                  | 0.702       |
|    value_loss           | 58.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 727         |
|    iterations           | 41          |
|    time_elapsed         | 115         |
|    total_timesteps      | 1312768     |
| train/                  |             |
|    approx_kl            | 0.008628113 |
|    clip_fraction        | 0.0999      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.832       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.08        |
|    n_updates            | 3200        |
|    policy_gradient_loss | -0.00323    |
|    std                  | 0.702       |
|    value_loss           | 21.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 85.7        |
| time/                   |             |
|    fps                  | 731         |
|    iterations           | 42          |
|    time_elapsed         | 117         |
|    total_timesteps      | 1314816     |
| train/                  |             |
|    approx_kl            | 0.011738623 |
|    clip_fraction        | 0.115       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.646       |
|    learning_rate        | 0.0003      |
|    loss                 | 145         |
|    n_updates            | 3205        |
|    policy_gradient_loss | 0.00413     |
|    std                  | 0.702       |
|    value_loss           | 39.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 733         |
|    iterations           | 43          |
|    time_elapsed         | 120         |
|    total_timesteps      | 1316864     |
| train/                  |             |
|    approx_kl            | 0.006048211 |
|    clip_fraction        | 0.0834      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.13       |
|    explained_variance   | 0.585       |
|    learning_rate        | 0.0003      |
|    loss                 | 62.1        |
|    n_updates            | 3210        |
|    policy_gradient_loss | 0.00121     |
|    std                  | 0.702       |
|    value_loss           | 49.4        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.33e+03   |
|    ep_rew_mean          | 87.4       |
| time/                   |            |
|    fps                  | 736        |
|    iterations           | 44         |
|    time_elapsed         | 122        |
|    total_timesteps      | 1318912    |
| train/                  |            |
|    approx_kl            | 0.11187974 |
|    clip_fraction        | 0.276      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.13      |
|    explained_variance   | 0.783      |
|    learning_rate        | 0.0003     |
|    loss                 | 6.48       |
|    n_updates            | 3215       |
|    policy_gradient_loss | 0.0162     |
|    std                  | 0.703      |
|    value_loss           | 23.6       |
----------------------------------------
