CP7: evasive lineage | max_time=45s t_go_max=10s | tracking=True | obs=12-D | miss_tanh_scale=3000m shaping_gamma=1 effort_weight=5 precision_weight=0 -> out=outputs/precision_ft_lownoise/seed4_pw0
---------------------------------
| rollout/           |          |
|    approx_kl            | 0.015493104 |
|    clip_fraction        | 0.0904      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.804       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.437       |
|    n_updates            | 3085        |
|    policy_gradient_loss | 0.000906    |
|    std                  | 0.135       |
|    value_loss           | 45.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.36e+03     |
|    ep_rew_mean          | 84.7         |
| time/                   |              |
|    fps                  | 1079         |
|    iterations           | 19           |
|    time_elapsed         | 36           |
|    total_timesteps      | 1267712      |
| train/                  |              |
|    approx_kl            | 0.0033166618 |
|    clip_fraction        | 0.137        |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.16         |
|    explained_variance   | 0.756        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.88         |
|    n_updates            | 3090         |
|    policy_gradient_loss | 0.00488      |
|    std                  | 0.135        |
|    value_loss           | 39.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 84.3        |
| time/                   |             |
|    fps                  | 1080        |
|    iterations           | 20          |
|    time_elapsed         | 37          |
|    total_timesteps      | 1269760     |
| train/                  |             |
|    approx_kl            | 0.007470627 |
|    clip_fraction        | 0.134       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.506       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.657       |
|    n_updates            | 3095        |
|    policy_gradient_loss | -0.000446   |
|    std                  | 0.135       |
|    value_loss           | 65.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 85.5        |
| time/                   |             |
|    fps                  | 1077        |
|    iterations           | 21          |
|    time_elapsed         | 39          |
|    total_timesteps      | 1271808     |
| train/                  |             |
|    approx_kl            | 0.007297073 |
|    clip_fraction        | 0.0637      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.629       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.09        |
|    n_updates            | 3100        |
|    policy_gradient_loss | 0.00141     |
|    std                  | 0.135       |
|    value_loss           | 29.5        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 85.5         |
| time/                   |              |
|    fps                  | 1075         |
|    iterations           | 22           |
|    time_elapsed         | 41           |
|    total_timesteps      | 1273856      |
| train/                  |              |
|    approx_kl            | 0.0066736643 |
|    clip_fraction        | 0.0547       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.16         |
|    explained_variance   | 0.728        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.939        |
|    n_updates            | 3105         |
|    policy_gradient_loss | -0.00191     |
|    std                  | 0.135        |
|    value_loss           | 55.7         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.34e+03   |
|    ep_rew_mean          | 85.7       |
| time/                   |            |
|    fps                  | 1077       |
|    iterations           | 23         |
|    time_elapsed         | 43         |
|    total_timesteps      | 1275904    |
| train/                  |            |
|    approx_kl            | 0.02116068 |
|    clip_fraction        | 0.229      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.17       |
|    explained_variance   | 0.784      |
|    learning_rate        | 5e-05      |
|    loss                 | 0.25       |
|    n_updates            | 3110       |
|    policy_gradient_loss | 0.00975    |
|    std                  | 0.135      |
|    value_loss           | 14.1       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.37e+03     |
|    ep_rew_mean          | 82.8         |
| time/                   |              |
|    fps                  | 1072         |
|    iterations           | 24           |
|    time_elapsed         | 45           |
|    total_timesteps      | 1277952      |
| train/                  |              |
|    approx_kl            | 0.0049291477 |
|    clip_fraction        | 0.0747       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.792        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.978        |
|    n_updates            | 3115         |
|    policy_gradient_loss | -0.00105     |
|    std                  | 0.135        |
|    value_loss           | 49.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.37e+03    |
|    ep_rew_mean          | 82.9        |
| time/                   |             |
|    fps                  | 1073        |
|    iterations           | 25          |
|    time_elapsed         | 47          |
|    total_timesteps      | 1280000     |
| train/                  |             |
|    approx_kl            | 0.006818118 |
|    clip_fraction        | 0.0514      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.593       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.291       |
|    n_updates            | 3120        |
|    policy_gradient_loss | -0.000714   |
|    std                  | 0.135       |
|    value_loss           | 16.8        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 84.4        |
| time/                   |             |
|    fps                  | 1075        |
|    iterations           | 26          |
|    time_elapsed         | 49          |
|    total_timesteps      | 1282048     |
| train/                  |             |
|    approx_kl            | 0.005909124 |
|    clip_fraction        | 0.0701      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.589       |
|    learning_rate        | 5e-05       |
|    loss                 | 92.3        |
|    n_updates            | 3125        |
|    policy_gradient_loss | -0.00166    |
|    std                  | 0.135       |
|    value_loss           | 69.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.35e+03     |
|    ep_rew_mean          | 85.6         |
| time/                   |              |
|    fps                  | 1074         |
|    iterations           | 27           |
|    time_elapsed         | 51           |
|    total_timesteps      | 1284096      |
| train/                  |              |
|    approx_kl            | 0.0056544496 |
|    clip_fraction        | 0.12         |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.776        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.506        |
|    n_updates            | 3130         |
|    policy_gradient_loss | 0.000862     |
|    std                  | 0.135        |
|    value_loss           | 38.2         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 85.5        |
| time/                   |             |
|    fps                  | 1071        |
|    iterations           | 28          |
|    time_elapsed         | 53          |
|    total_timesteps      | 1286144     |
| train/                  |             |
|    approx_kl            | 0.009367785 |
|    clip_fraction        | 0.0789      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.742       |
|    learning_rate        | 5e-05       |
|    loss                 | 55.7        |
|    n_updates            | 3135        |
|    policy_gradient_loss | -0.000305   |
|    std                  | 0.135       |
|    value_loss           | 33.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.33e+03     |
|    ep_rew_mean          | 86.8         |
| time/                   |              |
|    fps                  | 1066         |
|    iterations           | 29           |
|    time_elapsed         | 55           |
|    total_timesteps      | 1288192      |
| train/                  |              |
|    approx_kl            | 0.0154470615 |
|    clip_fraction        | 0.0491       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.695        |
|    learning_rate        | 5e-05        |
|    loss                 | 82.9         |
|    n_updates            | 3140         |
|    policy_gradient_loss | 0.000303     |
|    std                  | 0.135        |
|    value_loss           | 65.8         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 85.6        |
| time/                   |             |
|    fps                  | 1060        |
|    iterations           | 30          |
|    time_elapsed         | 57          |
|    total_timesteps      | 1290240     |
| train/                  |             |
|    approx_kl            | 0.006264081 |
|    clip_fraction        | 0.0548      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.753       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.0683      |
|    n_updates            | 3145        |
|    policy_gradient_loss | -0.000138   |
|    std                  | 0.135       |
|    value_loss           | 45.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 85.1         |
| time/                   |              |
|    fps                  | 1060         |
|    iterations           | 31           |
|    time_elapsed         | 59           |
|    total_timesteps      | 1292288      |
| train/                  |              |
|    approx_kl            | 0.0037662147 |
|    clip_fraction        | 0.113        |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.516        |
|    learning_rate        | 5e-05        |
|    loss                 | 25.9         |
|    n_updates            | 3150         |
|    policy_gradient_loss | 0.000638     |
|    std                  | 0.135        |
|    value_loss           | 10.8         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 85.1         |
| time/                   |              |
|    fps                  | 1058         |
|    iterations           | 32           |
|    time_elapsed         | 61           |
|    total_timesteps      | 1294336      |
| train/                  |              |
|    approx_kl            | 0.0039333412 |
|    clip_fraction        | 0.102        |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.71         |
|    learning_rate        | 5e-05        |
|    loss                 | 67.6         |
|    n_updates            | 3155         |
|    policy_gradient_loss | 0.00332      |
|    std                  | 0.135        |
|    value_loss           | 64.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.2        |
| time/                   |             |
|    fps                  | 1059        |
|    iterations           | 33          |
|    time_elapsed         | 63          |
|    total_timesteps      | 1296384     |
| train/                  |             |
|    approx_kl            | 0.008230152 |
|    clip_fraction        | 0.0838      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.754       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.867       |
|    n_updates            | 3160        |
|    policy_gradient_loss | -0.00215    |
|    std                  | 0.135       |
|    value_loss           | 27          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.33e+03     |
|    ep_rew_mean          | 85.2         |
| time/                   |              |
|    fps                  | 1058         |
|    iterations           | 34           |
|    time_elapsed         | 65           |
|    total_timesteps      | 1298432      |
| train/                  |              |
|    approx_kl            | 0.0042473236 |
|    clip_fraction        | 0.0441       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.821        |
|    learning_rate        | 5e-05        |
|    loss                 | 68.2         |
|    n_updates            | 3165         |
|    policy_gradient_loss | -0.000131    |
|    std                  | 0.135        |
|    value_loss           | 50.9         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.34e+03   |
|    ep_rew_mean          | 83.5       |
| time/                   |            |
|    fps                  | 1061       |
|    iterations           | 35         |
|    time_elapsed         | 67         |
|    total_timesteps      | 1300480    |
| train/                  |            |
|    approx_kl            | 0.00645341 |
|    clip_fraction        | 0.0758     |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.17       |
|    explained_variance   | 0.806      |
|    learning_rate        | 5e-05      |
|    loss                 | 0.273      |
|    n_updates            | 3170       |
|    policy_gradient_loss | -0.00315   |
|    std                  | 0.135      |
|    value_loss           | 1.87       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.32e+03     |
|    ep_rew_mean          | 86.2         |
| time/                   |              |
|    fps                  | 1061         |
|    iterations           | 36           |
|    time_elapsed         | 69           |
|    total_timesteps      | 1302528      |
| train/                  |              |
|    approx_kl            | 0.0060140174 |
|    clip_fraction        | 0.042        |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.682        |
|    learning_rate        | 5e-05        |
|    loss                 | 7.66         |
|    n_updates            | 3175         |
|    policy_gradient_loss | -0.00146     |
|    std                  | 0.135        |
|    value_loss           | 64.1         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.32e+03    |
|    ep_rew_mean          | 86.1        |
| time/                   |             |
|    fps                  | 1060        |
|    iterations           | 37          |
|    time_elapsed         | 71          |
|    total_timesteps      | 1304576     |
| train/                  |             |
|    approx_kl            | 0.016906302 |
|    clip_fraction        | 0.125       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.808       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.36        |
|    n_updates            | 3180        |
|    policy_gradient_loss | -0.00119    |
|    std                  | 0.135       |
|    value_loss           | 34.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.31e+03    |
|    ep_rew_mean          | 87.4        |
| time/                   |             |
|    fps                  | 1061        |
|    iterations           | 38          |
|    time_elapsed         | 73          |
|    total_timesteps      | 1306624     |
| train/                  |             |
|    approx_kl            | 0.007955918 |
|    clip_fraction        | 0.123       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.611       |
|    learning_rate        | 5e-05       |
|    loss                 | 109         |
|    n_updates            | 3185        |
|    policy_gradient_loss | 0.00457     |
|    std                  | 0.135       |
|    value_loss           | 30.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.31e+03    |
|    ep_rew_mean          | 87.4        |
| time/                   |             |
|    fps                  | 1063        |
|    iterations           | 39          |
|    time_elapsed         | 75          |
|    total_timesteps      | 1308672     |
| train/                  |             |
|    approx_kl            | 0.006263327 |
|    clip_fraction        | 0.0392      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.765       |
|    learning_rate        | 5e-05       |
|    loss                 | 4.2         |
|    n_updates            | 3190        |
|    policy_gradient_loss | -0.00158    |
|    std                  | 0.135       |
|    value_loss           | 52.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.32e+03    |
|    ep_rew_mean          | 86.2        |
| time/                   |             |
|    fps                  | 1066        |
|    iterations           | 40          |
|    time_elapsed         | 76          |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.008644661 |
|    clip_fraction        | 0.0939      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.679       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.114       |
|    n_updates            | 3195        |
|    policy_gradient_loss | 0.00194     |
|    std                  | 0.135       |
|    value_loss           | 39.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 83.6        |
| time/                   |             |
|    fps                  | 1066        |
|    iterations           | 41          |
|    time_elapsed         | 78          |
|    total_timesteps      | 1312768     |
| train/                  |             |
|    approx_kl            | 0.005653695 |
|    clip_fraction        | 0.0627      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.853       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.00881     |
|    n_updates            | 3200        |
|    policy_gradient_loss | -0.0016     |
|    std                  | 0.135       |
|    value_loss           | 26.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 83.6        |
| time/                   |             |
|    fps                  | 1066        |
|    iterations           | 42          |
|    time_elapsed         | 80          |
|    total_timesteps      | 1314816     |
| train/                  |             |
|    approx_kl            | 0.009438358 |
|    clip_fraction        | 0.0734      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.17        |
|    explained_variance   | 0.814       |
|    learning_rate        | 5e-05       |
|    loss                 | 3.5         |
|    n_updates            | 3205        |
|    policy_gradient_loss | -0.002      |
|    std                  | 0.135       |
|    value_loss           | 11.8        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 83.8         |
| time/                   |              |
|    fps                  | 1067         |
|    iterations           | 43           |
|    time_elapsed         | 82           |
|    total_timesteps      | 1316864      |
| train/                  |              |
|    approx_kl            | 0.0034683843 |
|    clip_fraction        | 0.0546       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.796        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.01         |
|    n_updates            | 3210         |
|    policy_gradient_loss | 0.00107      |
|    std                  | 0.135        |
|    value_loss           | 34.1         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 83.8         |
| time/                   |              |
|    fps                  | 1067         |
|    iterations           | 44           |
|    time_elapsed         | 84           |
|    total_timesteps      | 1318912      |
| train/                  |              |
|    approx_kl            | 0.0035399704 |
|    clip_fraction        | 0.0548       |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.17         |
|    explained_variance   | 0.764        |
|    learning_rate        | 5e-05        |
|    loss                 | 1.17         |
