CP7: evasive lineage | max_time=45s t_go_max=10s | tracking=True | obs=12-D | miss_tanh_scale=3000m shaping_gamma=1 effort_weight=5 precision_weight=0 -> out=outputs/precision_ft/seed3_pw0
---------------------------------
| rollout/           |          |
| rollout/                |             |
|    ep_len_mean          | 1.3e+03     |
|    ep_rew_mean          | 89.1        |
| time/                   |             |
|    fps                  | 631         |
|    iterations           | 6           |
|    time_elapsed         | 19          |
|    total_timesteps      | 1241088     |
| train/                  |             |
|    approx_kl            | 0.003317168 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.724       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.59        |
|    n_updates            | 3025        |
|    policy_gradient_loss | 0.00322     |
|    std                  | 0.692       |
|    value_loss           | 40.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.3e+03      |
|    ep_rew_mean          | 89.1         |
| time/                   |              |
|    fps                  | 629          |
|    iterations           | 7            |
|    time_elapsed         | 22           |
|    total_timesteps      | 1243136      |
| train/                  |              |
|    approx_kl            | 0.0053521907 |
|    clip_fraction        | 0.0991       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.1         |
|    explained_variance   | 0.77         |
|    learning_rate        | 0.0003       |
|    loss                 | 1.43         |
|    n_updates            | 3030         |
|    policy_gradient_loss | -0.00449     |
|    std                  | 0.692        |
|    value_loss           | 22.7         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.3e+03      |
|    ep_rew_mean          | 89.1         |
| time/                   |              |
|    fps                  | 634          |
|    iterations           | 8            |
|    time_elapsed         | 25           |
|    total_timesteps      | 1245184      |
| train/                  |              |
|    approx_kl            | 0.0022117917 |
|    clip_fraction        | 0.0541       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.1         |
|    explained_variance   | 0.669        |
|    learning_rate        | 0.0003       |
|    loss                 | 94.8         |
|    n_updates            | 3035         |
|    policy_gradient_loss | -0.000196    |
|    std                  | 0.692        |
|    value_loss           | 48.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.3e+03     |
|    ep_rew_mean          | 90.4        |
| time/                   |             |
|    fps                  | 641         |
|    iterations           | 9           |
|    time_elapsed         | 28          |
|    total_timesteps      | 1247232     |
| train/                  |             |
|    approx_kl            | 0.009564056 |
|    clip_fraction        | 0.0743      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.1        |
|    explained_variance   | 0.599       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.63        |
|    n_updates            | 3040        |
|    policy_gradient_loss | -0.00166    |
|    std                  | 0.692       |
|    value_loss           | 35          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.32e+03     |
|    ep_rew_mean          | 87.4         |
| time/                   |              |
|    fps                  | 640          |
|    iterations           | 10           |
|    time_elapsed         | 31           |
|    total_timesteps      | 1249280      |
| train/                  |              |
|    approx_kl            | 0.0051416354 |
|    clip_fraction        | 0.0549       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.1         |
|    explained_variance   | 0.543        |
|    learning_rate        | 0.0003       |
|    loss                 | 69.3         |
|    n_updates            | 3045         |
|    policy_gradient_loss | -0.00111     |
|    std                  | 0.692        |
|    value_loss           | 57.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.31e+03     |
|    ep_rew_mean          | 88.8         |
| time/                   |              |
|    fps                  | 645          |
|    iterations           | 11           |
|    time_elapsed         | 34           |
|    total_timesteps      | 1251328      |
| train/                  |              |
|    approx_kl            | 0.0023144237 |
|    clip_fraction        | 0.0304       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.1         |
|    explained_variance   | 0.777        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.66         |
|    n_updates            | 3050         |
|    policy_gradient_loss | -0.00231     |
|    std                  | 0.691        |
|    value_loss           | 14.4         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.31e+03   |
|    ep_rew_mean          | 88.8       |
| time/                   |            |
|    fps                  | 646        |
|    iterations           | 12         |
|    time_elapsed         | 38         |
|    total_timesteps      | 1253376    |
| train/                  |            |
|    approx_kl            | 0.04569951 |
|    clip_fraction        | 0.324      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.09      |
|    explained_variance   | 0.617      |
|    learning_rate        | 0.0003     |
|    loss                 | 78.2       |
|    n_updates            | 3055       |
|    policy_gradient_loss | 0.0203     |
|    std                  | 0.69       |
|    value_loss           | 92.3       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.31e+03    |
|    ep_rew_mean          | 88.8        |
| time/                   |             |
|    fps                  | 648         |
|    iterations           | 13          |
|    time_elapsed         | 41          |
|    total_timesteps      | 1255424     |
| train/                  |             |
|    approx_kl            | 0.079619735 |
|    clip_fraction        | 0.202       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.852       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.83        |
|    n_updates            | 3060        |
|    policy_gradient_loss | 0.0135      |
|    std                  | 0.689       |
|    value_loss           | 22          |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.32e+03   |
|    ep_rew_mean          | 87         |
| time/                   |            |
|    fps                  | 655        |
|    iterations           | 14         |
|    time_elapsed         | 43         |
|    total_timesteps      | 1257472    |
| train/                  |            |
|    approx_kl            | 0.01209031 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.09      |
|    explained_variance   | 0.294      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.18       |
|    n_updates            | 3065       |
|    policy_gradient_loss | 0.00185    |
|    std                  | 0.689      |
|    value_loss           | 16.8       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.32e+03    |
|    ep_rew_mean          | 87          |
| time/                   |             |
|    fps                  | 659         |
|    iterations           | 15          |
|    time_elapsed         | 46          |
|    total_timesteps      | 1259520     |
| train/                  |             |
|    approx_kl            | 0.017270852 |
|    clip_fraction        | 0.0692      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.456       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.35        |
|    n_updates            | 3070        |
|    policy_gradient_loss | -0.0024     |
|    std                  | 0.689       |
|    value_loss           | 56          |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 85.4         |
| time/                   |              |
|    fps                  | 668          |
|    iterations           | 16           |
|    time_elapsed         | 49           |
|    total_timesteps      | 1261568      |
| train/                  |              |
|    approx_kl            | 0.0053913854 |
|    clip_fraction        | 0.0809       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.09        |
|    explained_variance   | 0.859        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.11         |
|    n_updates            | 3075         |
|    policy_gradient_loss | -0.000416    |
|    std                  | 0.69         |
|    value_loss           | 3.57         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.3        |
| time/                   |             |
|    fps                  | 668         |
|    iterations           | 17          |
|    time_elapsed         | 52          |
|    total_timesteps      | 1263616     |
| train/                  |             |
|    approx_kl            | 0.005082028 |
|    clip_fraction        | 0.093       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.671       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.31        |
|    n_updates            | 3080        |
|    policy_gradient_loss | -0.000625   |
|    std                  | 0.69        |
|    value_loss           | 69.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 85.2        |
| time/                   |             |
|    fps                  | 669         |
|    iterations           | 18          |
|    time_elapsed         | 55          |
|    total_timesteps      | 1265664     |
| train/                  |             |
|    approx_kl            | 0.013060653 |
|    clip_fraction        | 0.137       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.09       |
|    explained_variance   | 0.795       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.17        |
|    n_updates            | 3085        |
|    policy_gradient_loss | 0.00584     |
|    std                  | 0.689       |
|    value_loss           | 50.4        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.34e+03     |
|    ep_rew_mean          | 85.2         |
| time/                   |              |
|    fps                  | 672          |
|    iterations           | 19           |
|    time_elapsed         | 57           |
|    total_timesteps      | 1267712      |
| train/                  |              |
|    approx_kl            | 0.0029579685 |
|    clip_fraction        | 0.0536       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.09        |
|    explained_variance   | 0.815        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.816        |
|    n_updates            | 3090         |
|    policy_gradient_loss | -0.00291     |
|    std                  | 0.688        |
|    value_loss           | 27           |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.33e+03   |
|    ep_rew_mean          | 84.9       |
| time/                   |            |
|    fps                  | 674        |
|    iterations           | 20         |
|    time_elapsed         | 60         |
|    total_timesteps      | 1269760    |
| train/                  |            |
|    approx_kl            | 0.19721591 |
|    clip_fraction        | 0.363      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.08      |
|    explained_variance   | 0.76       |
|    learning_rate        | 0.0003     |
|    loss                 | 4.13       |
|    n_updates            | 3095       |
|    policy_gradient_loss | 0.0466     |
|    std                  | 0.685      |
|    value_loss           | 13         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.8        |
| time/                   |             |
|    fps                  | 676         |
|    iterations           | 21          |
|    time_elapsed         | 63          |
|    total_timesteps      | 1271808     |
| train/                  |             |
|    approx_kl            | 0.009109287 |
|    clip_fraction        | 0.207       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.557       |
|    learning_rate        | 0.0003      |
|    loss                 | 130         |
|    n_updates            | 3100        |
|    policy_gradient_loss | 0.0114      |
|    std                  | 0.685       |
|    value_loss           | 48.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.2        |
| time/                   |             |
|    fps                  | 677         |
|    iterations           | 22          |
|    time_elapsed         | 66          |
|    total_timesteps      | 1273856     |
| train/                  |             |
|    approx_kl            | 0.007819968 |
|    clip_fraction        | 0.0972      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.802       |
|    learning_rate        | 0.0003      |
|    loss                 | 15.5        |
|    n_updates            | 3105        |
|    policy_gradient_loss | 0.00175     |
|    std                  | 0.685       |
|    value_loss           | 31.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.32e+03    |
|    ep_rew_mean          | 86.8        |
| time/                   |             |
|    fps                  | 673         |
|    iterations           | 23          |
|    time_elapsed         | 69          |
|    total_timesteps      | 1275904     |
| train/                  |             |
|    approx_kl            | 0.007631931 |
|    clip_fraction        | 0.0543      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.08       |
|    explained_variance   | 0.554       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.97        |
|    n_updates            | 3110        |
|    policy_gradient_loss | -0.00382    |
|    std                  | 0.683       |
|    value_loss           | 67.1        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.31e+03     |
|    ep_rew_mean          | 86.7         |
| time/                   |              |
|    fps                  | 675          |
|    iterations           | 24           |
|    time_elapsed         | 72           |
|    total_timesteps      | 1277952      |
| train/                  |              |
|    approx_kl            | 0.0036765893 |
|    clip_fraction        | 0.0472       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.07        |
|    explained_variance   | 0.846        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.08         |
|    n_updates            | 3115         |
|    policy_gradient_loss | -0.00131     |
|    std                  | 0.681        |
|    value_loss           | 18.8         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.31e+03   |
|    ep_rew_mean          | 86.7       |
| time/                   |            |
|    fps                  | 671        |
|    iterations           | 25         |
|    time_elapsed         | 76         |
|    total_timesteps      | 1280000    |
| train/                  |            |
|    approx_kl            | 0.01142834 |
|    clip_fraction        | 0.114      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.06      |
|    explained_variance   | 0.694      |
|    learning_rate        | 0.0003     |
|    loss                 | 60.5       |
|    n_updates            | 3120       |
|    policy_gradient_loss | 0.000271   |
|    std                  | 0.678      |
|    value_loss           | 53         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.3e+03     |
|    ep_rew_mean          | 88.6        |
| time/                   |             |
|    fps                  | 672         |
|    iterations           | 26          |
|    time_elapsed         | 79          |
|    total_timesteps      | 1282048     |
| train/                  |             |
|    approx_kl            | 0.007888243 |
|    clip_fraction        | 0.108       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.565       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.13        |
|    n_updates            | 3125        |
|    policy_gradient_loss | -0.00603    |
|    std                  | 0.676       |
|    value_loss           | 36.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.3e+03     |
|    ep_rew_mean          | 88.6        |
| time/                   |             |
|    fps                  | 670         |
|    iterations           | 27          |
|    time_elapsed         | 82          |
|    total_timesteps      | 1284096     |
| train/                  |             |
|    approx_kl            | 0.005390376 |
|    clip_fraction        | 0.028       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.806       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.691       |
|    n_updates            | 3130        |
|    policy_gradient_loss | -0.00147    |
|    std                  | 0.677       |
|    value_loss           | 37          |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.5        |
| time/                   |             |
|    fps                  | 673         |
|    iterations           | 28          |
|    time_elapsed         | 85          |
|    total_timesteps      | 1286144     |
| train/                  |             |
|    approx_kl            | 0.008012249 |
|    clip_fraction        | 0.124       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.644       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.203       |
|    n_updates            | 3135        |
|    policy_gradient_loss | 0.00474     |
|    std                  | 0.677       |
|    value_loss           | 44.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 85.5        |
| time/                   |             |
|    fps                  | 678         |
|    iterations           | 29          |
|    time_elapsed         | 87          |
|    total_timesteps      | 1288192     |
| train/                  |             |
|    approx_kl            | 0.021459045 |
|    clip_fraction        | 0.248       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.657       |
|    learning_rate        | 0.0003      |
|    loss                 | 21.4        |
|    n_updates            | 3140        |
|    policy_gradient_loss | 0.0066      |
|    std                  | 0.679       |
|    value_loss           | 19.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 83.5        |
| time/                   |             |
|    fps                  | 685         |
|    iterations           | 30          |
|    time_elapsed         | 89          |
|    total_timesteps      | 1290240     |
| train/                  |             |
|    approx_kl            | 0.005537479 |
|    clip_fraction        | 0.0278      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.693       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.1         |
|    n_updates            | 3145        |
|    policy_gradient_loss | -0.00125    |
|    std                  | 0.678       |
|    value_loss           | 20.7        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.34e+03   |
|    ep_rew_mean          | 83.5       |
| time/                   |            |
|    fps                  | 690        |
|    iterations           | 31         |
|    time_elapsed         | 91         |
|    total_timesteps      | 1292288    |
| train/                  |            |
|    approx_kl            | 0.09317303 |
|    clip_fraction        | 0.131      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.06      |
|    explained_variance   | 0.683      |
|    learning_rate        | 0.0003     |
|    loss                 | 34.2       |
|    n_updates            | 3150       |
|    policy_gradient_loss | 0.012      |
|    std                  | 0.678      |
|    value_loss           | 27.9       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 81.9        |
| time/                   |             |
|    fps                  | 697         |
|    iterations           | 32          |
|    time_elapsed         | 93          |
|    total_timesteps      | 1294336     |
| train/                  |             |
|    approx_kl            | 0.008063076 |
|    clip_fraction        | 0.064       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.0003      |
|    loss                 | 4.2         |
|    n_updates            | 3155        |
|    policy_gradient_loss | -0.00281    |
|    std                  | 0.677       |
|    value_loss           | 4.56        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 82          |
| time/                   |             |
|    fps                  | 703         |
|    iterations           | 33          |
|    time_elapsed         | 96          |
|    total_timesteps      | 1296384     |
| train/                  |             |
|    approx_kl            | 0.006397689 |
|    clip_fraction        | 0.0999      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.06       |
|    explained_variance   | 0.0684      |
|    learning_rate        | 0.0003      |
|    loss                 | 31.9        |
|    n_updates            | 3160        |
|    policy_gradient_loss | -0.00269    |
|    std                  | 0.676       |
|    value_loss           | 59.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.36e+03    |
|    ep_rew_mean          | 82          |
| time/                   |             |
|    fps                  | 709         |
|    iterations           | 34          |
|    time_elapsed         | 98          |
|    total_timesteps      | 1298432     |
| train/                  |             |
|    approx_kl            | 0.010308752 |
|    clip_fraction        | 0.102       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.05       |
|    explained_variance   | 0.764       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.74        |
|    n_updates            | 3165        |
|    policy_gradient_loss | -0.00235    |
|    std                  | 0.676       |
|    value_loss           | 30.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.35e+03    |
|    ep_rew_mean          | 83.4        |
| time/                   |             |
|    fps                  | 716         |
|    iterations           | 35          |
|    time_elapsed         | 100         |
|    total_timesteps      | 1300480     |
| train/                  |             |
|    approx_kl            | 0.011816726 |
|    clip_fraction        | 0.0896      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.05       |
|    explained_variance   | 0.805       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.951       |
|    n_updates            | 3170        |
|    policy_gradient_loss | -0.000927   |
|    std                  | 0.677       |
|    value_loss           | 42.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.36e+03   |
|    ep_rew_mean          | 82         |
| time/                   |            |
|    fps                  | 722        |
|    iterations           | 36         |
|    time_elapsed         | 102        |
|    total_timesteps      | 1302528    |
| train/                  |            |
|    approx_kl            | 0.04850316 |
|    clip_fraction        | 0.186      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.05      |
|    explained_variance   | 0.726      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.424      |
|    n_updates            | 3175       |
|    policy_gradient_loss | 0.00875    |
|    std                  | 0.674      |
|    value_loss           | 43         |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.35e+03     |
|    ep_rew_mean          | 83.5         |
| time/                   |              |
|    fps                  | 727          |
|    iterations           | 37           |
|    time_elapsed         | 104          |
|    total_timesteps      | 1304576      |
| train/                  |              |
|    approx_kl            | 0.0076294607 |
|    clip_fraction        | 0.0522       |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.05        |
|    explained_variance   | 0.584        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.734        |
|    n_updates            | 3180         |
|    policy_gradient_loss | -0.000518    |
|    std                  | 0.674        |
|    value_loss           | 23.6         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.34e+03   |
|    ep_rew_mean          | 85.4       |
| time/                   |            |
|    fps                  | 732        |
|    iterations           | 38         |
|    time_elapsed         | 106        |
|    total_timesteps      | 1306624    |
| train/                  |            |
|    approx_kl            | 0.07059295 |
|    clip_fraction        | 0.203      |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.04      |
|    explained_variance   | 0.823      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.925      |
|    n_updates            | 3185       |
|    policy_gradient_loss | 0.0154     |
|    std                  | 0.672      |
|    value_loss           | 25         |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.34e+03    |
|    ep_rew_mean          | 85.4        |
| time/                   |             |
|    fps                  | 735         |
|    iterations           | 39          |
|    time_elapsed         | 108         |
|    total_timesteps      | 1308672     |
| train/                  |             |
|    approx_kl            | 0.017147118 |
|    clip_fraction        | 0.294       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.04       |
|    explained_variance   | 0.757       |
|    learning_rate        | 0.0003      |
|    loss                 | 1.53        |
|    n_updates            | 3190        |
|    policy_gradient_loss | 0.0175      |
|    std                  | 0.673       |
|    value_loss           | 54.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.33e+03   |
|    ep_rew_mean          | 86.6       |
| time/                   |            |
|    fps                  | 738        |
|    iterations           | 40         |
|    time_elapsed         | 110        |
|    total_timesteps      | 1310720    |
| train/                  |            |
|    approx_kl            | 0.04059527 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -2.04      |
|    explained_variance   | 0.792      |
|    learning_rate        | 0.0003     |
|    loss                 | 4.81       |
|    n_updates            | 3195       |
|    policy_gradient_loss | 0.00477    |
|    std                  | 0.673      |
|    value_loss           | 25.4       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 86.6        |
| time/                   |             |
|    fps                  | 740         |
|    iterations           | 41          |
|    time_elapsed         | 113         |
|    total_timesteps      | 1312768     |
| train/                  |             |
|    approx_kl            | 0.004841376 |
|    clip_fraction        | 0.0721      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.04       |
|    explained_variance   | 0.801       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.72        |
|    n_updates            | 3200        |
|    policy_gradient_loss | -0.00431    |
|    std                  | 0.672       |
|    value_loss           | 37.3        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.32e+03     |
|    ep_rew_mean          | 87.9         |
| time/                   |              |
|    fps                  | 742          |
|    iterations           | 42           |
|    time_elapsed         | 115          |
|    total_timesteps      | 1314816      |
| train/                  |              |
|    approx_kl            | 0.0074074194 |
|    clip_fraction        | 0.105        |
|    clip_range           | 0.2          |
|    entropy_loss         | -2.04        |
|    explained_variance   | 0.814        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.04         |
|    n_updates            | 3205         |
|    policy_gradient_loss | -0.00284     |
|    std                  | 0.67         |
|    value_loss           | 20.5         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.33e+03    |
|    ep_rew_mean          | 87.8        |
| time/                   |             |
|    fps                  | 743         |
|    iterations           | 43          |
|    time_elapsed         | 118         |
|    total_timesteps      | 1316864     |
| train/                  |             |
|    approx_kl            | 0.006742679 |
|    clip_fraction        | 0.215       |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.03       |
|    explained_variance   | 0.808       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.98        |
|    n_updates            | 3210        |
|    policy_gradient_loss | 0.00197     |
|    std                  | 0.67        |
|    value_loss           | 49.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.31e+03    |
|    ep_rew_mean          | 89          |
| time/                   |             |
|    fps                  | 746         |
|    iterations           | 44          |
|    time_elapsed         | 120         |
|    total_timesteps      | 1318912     |
| train/                  |             |
|    approx_kl            | 0.005318995 |
|    clip_fraction        | 0.0891      |
|    clip_range           | 0.2         |
|    entropy_loss         | -2.03       |
|    explained_variance   | 0.778       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.18        |
|    n_updates            | 3215        |
|    policy_gradient_loss | -0.00162    |
|    std                  | 0.67        |
|    value_loss           | 58.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
