CP7: evasive lineage | max_time=45s t_go_max=10s | tracking=True | obs=12-D | miss_tanh_scale=3000m shaping_gamma=1 effort_weight=5 precision_weight=50 -> out=outputs/precision_ft_lownoise/seed6_pw50
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.164       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.906       |
|    learning_rate        | 5e-05       |
|    loss                 | 2.99        |
|    n_updates            | 3045        |
|    policy_gradient_loss | 0.00715     |
|    std                  | 0.135       |
|    value_loss           | 8.9         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.15e+03    |
|    ep_rew_mean          | 105         |
| time/                   |             |
|    fps                  | 1058        |
|    iterations           | 11          |
|    time_elapsed         | 21          |
|    total_timesteps      | 1251328     |
| train/                  |             |
|    approx_kl            | 0.026045118 |
|    clip_fraction        | 0.191       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.709       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.43        |
|    n_updates            | 3050        |
|    policy_gradient_loss | 0.00889     |
|    std                  | 0.135       |
|    value_loss           | 96.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.15e+03    |
|    ep_rew_mean          | 105         |
| time/                   |             |
|    fps                  | 1041        |
|    iterations           | 12          |
|    time_elapsed         | 23          |
|    total_timesteps      | 1253376     |
| train/                  |             |
|    approx_kl            | 0.012544375 |
|    clip_fraction        | 0.195       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.697       |
|    learning_rate        | 5e-05       |
|    loss                 | 174         |
|    n_updates            | 3055        |
|    policy_gradient_loss | 0.00261     |
|    std                  | 0.135       |
|    value_loss           | 129         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 1046        |
|    iterations           | 13          |
|    time_elapsed         | 25          |
|    total_timesteps      | 1255424     |
| train/                  |             |
|    approx_kl            | 0.013815101 |
|    clip_fraction        | 0.0831      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.941       |
|    learning_rate        | 5e-05       |
|    loss                 | 11.2        |
|    n_updates            | 3060        |
|    policy_gradient_loss | -0.00112    |
|    std                  | 0.135       |
|    value_loss           | 5.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | 106         |
| time/                   |             |
|    fps                  | 1041        |
|    iterations           | 14          |
|    time_elapsed         | 27          |
|    total_timesteps      | 1257472     |
| train/                  |             |
|    approx_kl            | 0.007909574 |
|    clip_fraction        | 0.0684      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.777       |
|    learning_rate        | 5e-05       |
|    loss                 | 21.2        |
|    n_updates            | 3065        |
|    policy_gradient_loss | -0.000994   |
|    std                  | 0.135       |
|    value_loss           | 106         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 15          |
|    time_elapsed         | 29          |
|    total_timesteps      | 1259520     |
| train/                  |             |
|    approx_kl            | 0.009232221 |
|    clip_fraction        | 0.0569      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.972       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.449       |
|    n_updates            | 3070        |
|    policy_gradient_loss | -0.000942   |
|    std                  | 0.135       |
|    value_loss           | 1.71        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 109         |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 16          |
|    time_elapsed         | 31          |
|    total_timesteps      | 1261568     |
| train/                  |             |
|    approx_kl            | 0.016095351 |
|    clip_fraction        | 0.143       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.761       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.64        |
|    n_updates            | 3075        |
|    policy_gradient_loss | 0.00403     |
|    std                  | 0.135       |
|    value_loss           | 57.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 110         |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 17          |
|    time_elapsed         | 33          |
|    total_timesteps      | 1263616     |
| train/                  |             |
|    approx_kl            | 0.008351544 |
|    clip_fraction        | 0.101       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.81        |
|    learning_rate        | 5e-05       |
|    loss                 | 2.2         |
|    n_updates            | 3080        |
|    policy_gradient_loss | 0.0024      |
|    std                  | 0.135       |
|    value_loss           | 58.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.13e+03   |
|    ep_rew_mean          | 111        |
| time/                   |            |
|    fps                  | 1039       |
|    iterations           | 18         |
|    time_elapsed         | 35         |
|    total_timesteps      | 1265664    |
| train/                  |            |
|    approx_kl            | 0.07669039 |
|    clip_fraction        | 0.216      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.16       |
|    explained_variance   | 0.741      |
|    learning_rate        | 5e-05      |
|    loss                 | 1.75       |
|    n_updates            | 3085       |
|    policy_gradient_loss | 0.00693    |
|    std                  | 0.135      |
|    value_loss           | 81.4       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 111         |
| time/                   |             |
|    fps                  | 1041        |
|    iterations           | 19          |
|    time_elapsed         | 37          |
|    total_timesteps      | 1267712     |
| train/                  |             |
|    approx_kl            | 0.006372574 |
|    clip_fraction        | 0.161       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.746       |
|    learning_rate        | 5e-05       |
|    loss                 | 129         |
|    n_updates            | 3090        |
|    policy_gradient_loss | 0.00638     |
|    std                  | 0.135       |
|    value_loss           | 117         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 1047        |
|    iterations           | 20          |
|    time_elapsed         | 39          |
|    total_timesteps      | 1269760     |
| train/                  |             |
|    approx_kl            | 0.012987992 |
|    clip_fraction        | 0.0878      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.95        |
|    learning_rate        | 5e-05       |
|    loss                 | 0.582       |
|    n_updates            | 3095        |
|    policy_gradient_loss | -0.000809   |
|    std                  | 0.135       |
|    value_loss           | 2.42        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 114         |
| time/                   |             |
|    fps                  | 1048        |
|    iterations           | 21          |
|    time_elapsed         | 41          |
|    total_timesteps      | 1271808     |
| train/                  |             |
|    approx_kl            | 0.006010364 |
|    clip_fraction        | 0.0769      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.716       |
|    learning_rate        | 5e-05       |
|    loss                 | 5.22        |
|    n_updates            | 3100        |
|    policy_gradient_loss | 0.00177     |
|    std                  | 0.135       |
|    value_loss           | 125         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 1048        |
|    iterations           | 22          |
|    time_elapsed         | 42          |
|    total_timesteps      | 1273856     |
| train/                  |             |
|    approx_kl            | 0.007917477 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.817       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.565       |
|    n_updates            | 3105        |
|    policy_gradient_loss | -0.000744   |
|    std                  | 0.135       |
|    value_loss           | 54.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 1045        |
|    iterations           | 23          |
|    time_elapsed         | 45          |
|    total_timesteps      | 1275904     |
| train/                  |             |
|    approx_kl            | 0.008174224 |
|    clip_fraction        | 0.103       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.789       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.638       |
|    n_updates            | 3110        |
|    policy_gradient_loss | 0.000159    |
|    std                  | 0.135       |
|    value_loss           | 71.6        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.11e+03   |
|    ep_rew_mean          | 116        |
| time/                   |            |
|    fps                  | 1040       |
|    iterations           | 24         |
|    time_elapsed         | 47         |
|    total_timesteps      | 1277952    |
| train/                  |            |
|    approx_kl            | 0.05246084 |
|    clip_fraction        | 0.189      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.16       |
|    explained_variance   | 0.764      |
|    learning_rate        | 5e-05      |
|    loss                 | 0.717      |
|    n_updates            | 3115       |
|    policy_gradient_loss | 0.00499    |
|    std                  | 0.135      |
|    value_loss           | 119        |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 1044        |
|    iterations           | 25          |
|    time_elapsed         | 49          |
|    total_timesteps      | 1280000     |
| train/                  |             |
|    approx_kl            | 0.032255635 |
|    clip_fraction        | 0.206       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.95        |
|    learning_rate        | 5e-05       |
|    loss                 | 0.296       |
|    n_updates            | 3120        |
|    policy_gradient_loss | 0.0105      |
|    std                  | 0.135       |
|    value_loss           | 1.69        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 116         |
| time/                   |             |
|    fps                  | 1045        |
|    iterations           | 26          |
|    time_elapsed         | 50          |
|    total_timesteps      | 1282048     |
| train/                  |             |
|    approx_kl            | 0.008706201 |
|    clip_fraction        | 0.136       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.798       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.439       |
|    n_updates            | 3125        |
|    policy_gradient_loss | 0.00576     |
|    std                  | 0.135       |
|    value_loss           | 102         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 115         |
| time/                   |             |
|    fps                  | 1044        |
|    iterations           | 27          |
|    time_elapsed         | 52          |
|    total_timesteps      | 1284096     |
| train/                  |             |
|    approx_kl            | 0.013463184 |
|    clip_fraction        | 0.228       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.733       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.551       |
|    n_updates            | 3130        |
|    policy_gradient_loss | 0.0144      |
|    std                  | 0.135       |
|    value_loss           | 64.7        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.14e+03   |
|    ep_rew_mean          | 114        |
| time/                   |            |
|    fps                  | 1041       |
|    iterations           | 28         |
|    time_elapsed         | 55         |
|    total_timesteps      | 1286144    |
| train/                  |            |
|    approx_kl            | 0.02196041 |
|    clip_fraction        | 0.165      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.16       |
|    explained_variance   | 0.932      |
|    learning_rate        | 5e-05      |
|    loss                 | 15.9       |
|    n_updates            | 3135       |
|    policy_gradient_loss | 0.00921    |
|    std                  | 0.136      |
|    value_loss           | 6.43       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.16e+03    |
|    ep_rew_mean          | 113         |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 29          |
|    time_elapsed         | 57          |
|    total_timesteps      | 1288192     |
| train/                  |             |
|    approx_kl            | 0.053890545 |
|    clip_fraction        | 0.149       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.502       |
|    learning_rate        | 5e-05       |
|    loss                 | 6.71        |
|    n_updates            | 3140        |
|    policy_gradient_loss | 0.00339     |
|    std                  | 0.136       |
|    value_loss           | 67.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 30          |
|    time_elapsed         | 59          |
|    total_timesteps      | 1290240     |
| train/                  |             |
|    approx_kl            | 0.012691217 |
|    clip_fraction        | 0.14        |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.838       |
|    learning_rate        | 5e-05       |
|    loss                 | 6.79        |
|    n_updates            | 3145        |
|    policy_gradient_loss | 0.0044      |
|    std                  | 0.136       |
|    value_loss           | 12.2        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1036        |
|    iterations           | 31          |
|    time_elapsed         | 61          |
|    total_timesteps      | 1292288     |
| train/                  |             |
|    approx_kl            | 0.027520917 |
|    clip_fraction        | 0.269       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.638       |
|    learning_rate        | 5e-05       |
|    loss                 | 145         |
|    n_updates            | 3150        |
|    policy_gradient_loss | 0.0173      |
|    std                  | 0.135       |
|    value_loss           | 123         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1035        |
|    iterations           | 32          |
|    time_elapsed         | 63          |
|    total_timesteps      | 1294336     |
| train/                  |             |
|    approx_kl            | 0.012989716 |
|    clip_fraction        | 0.106       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.759       |
|    learning_rate        | 5e-05       |
|    loss                 | 100         |
|    n_updates            | 3155        |
|    policy_gradient_loss | -0.000807   |
|    std                  | 0.135       |
|    value_loss           | 71.9        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1037        |
|    iterations           | 33          |
|    time_elapsed         | 65          |
|    total_timesteps      | 1296384     |
| train/                  |             |
|    approx_kl            | 0.013467449 |
|    clip_fraction        | 0.17        |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.77        |
|    learning_rate        | 5e-05       |
|    loss                 | 164         |
|    n_updates            | 3160        |
|    policy_gradient_loss | 0.00257     |
|    std                  | 0.135       |
|    value_loss           | 47.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 118         |
| time/                   |             |
|    fps                  | 1039        |
|    iterations           | 34          |
|    time_elapsed         | 66          |
|    total_timesteps      | 1298432     |
| train/                  |             |
|    approx_kl            | 0.010645518 |
|    clip_fraction        | 0.0828      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.807       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.75        |
|    n_updates            | 3165        |
|    policy_gradient_loss | -0.000125   |
|    std                  | 0.135       |
|    value_loss           | 43.5        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.15e+03    |
|    ep_rew_mean          | 117         |
| time/                   |             |
|    fps                  | 1040        |
|    iterations           | 35          |
|    time_elapsed         | 68          |
|    total_timesteps      | 1300480     |
| train/                  |             |
|    approx_kl            | 0.026019437 |
|    clip_fraction        | 0.177       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.847       |
|    learning_rate        | 5e-05       |
|    loss                 | 107         |
|    n_updates            | 3170        |
|    policy_gradient_loss | 0.00716     |
|    std                  | 0.135       |
|    value_loss           | 30.3        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 36          |
|    time_elapsed         | 70          |
|    total_timesteps      | 1302528     |
| train/                  |             |
|    approx_kl            | 0.010477472 |
|    clip_fraction        | 0.0863      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.829       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.753       |
|    n_updates            | 3175        |
|    policy_gradient_loss | 0.00138     |
|    std                  | 0.135       |
|    value_loss           | 13.7        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1043        |
|    iterations           | 37          |
|    time_elapsed         | 72          |
|    total_timesteps      | 1304576     |
| train/                  |             |
|    approx_kl            | 0.017632827 |
|    clip_fraction        | 0.117       |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.717       |
|    learning_rate        | 5e-05       |
|    loss                 | 130         |
|    n_updates            | 3180        |
|    policy_gradient_loss | 0.00214     |
|    std                  | 0.135       |
|    value_loss           | 110         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 119         |
| time/                   |             |
|    fps                  | 1045        |
|    iterations           | 38          |
|    time_elapsed         | 74          |
|    total_timesteps      | 1306624     |
| train/                  |             |
|    approx_kl            | 0.008943969 |
|    clip_fraction        | 0.0814      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.87        |
|    learning_rate        | 5e-05       |
|    loss                 | 124         |
|    n_updates            | 3185        |
|    policy_gradient_loss | -0.00233    |
|    std                  | 0.135       |
|    value_loss           | 32.2        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 120          |
| time/                   |              |
|    fps                  | 1043         |
|    iterations           | 39           |
|    time_elapsed         | 76           |
|    total_timesteps      | 1308672      |
| train/                  |              |
|    approx_kl            | 0.0072257505 |
|    clip_fraction        | 0.139        |
|    clip_range           | 0.2          |
|    entropy_loss         | 1.16         |
|    explained_variance   | 0.832        |
|    learning_rate        | 5e-05        |
|    loss                 | 0.503        |
|    n_updates            | 3190         |
|    policy_gradient_loss | -0.00175     |
|    std                  | 0.135        |
|    value_loss           | 32.4         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 121         |
| time/                   |             |
|    fps                  | 1043        |
|    iterations           | 40          |
|    time_elapsed         | 78          |
|    total_timesteps      | 1310720     |
| train/                  |             |
|    approx_kl            | 0.009543991 |
|    clip_fraction        | 0.0959      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.766       |
|    learning_rate        | 5e-05       |
|    loss                 | 0.401       |
|    n_updates            | 3195        |
|    policy_gradient_loss | -0.00149    |
|    std                  | 0.135       |
|    value_loss           | 61.6        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 124         |
| time/                   |             |
|    fps                  | 1044        |
|    iterations           | 41          |
|    time_elapsed         | 80          |
|    total_timesteps      | 1312768     |
| train/                  |             |
|    approx_kl            | 0.007782101 |
|    clip_fraction        | 0.0932      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.697       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.14        |
|    n_updates            | 3200        |
|    policy_gradient_loss | 0.000776    |
|    std                  | 0.135       |
|    value_loss           | 74.4        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.12e+03    |
|    ep_rew_mean          | 124         |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 42          |
|    time_elapsed         | 82          |
|    total_timesteps      | 1314816     |
| train/                  |             |
|    approx_kl            | 0.019604687 |
|    clip_fraction        | 0.13        |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.696       |
|    learning_rate        | 5e-05       |
|    loss                 | 153         |
|    n_updates            | 3205        |
|    policy_gradient_loss | 0.000781    |
|    std                  | 0.135       |
|    value_loss           | 147         |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 126         |
| time/                   |             |
|    fps                  | 1042        |
|    iterations           | 43          |
|    time_elapsed         | 84          |
|    total_timesteps      | 1316864     |
| train/                  |             |
|    approx_kl            | 0.008905036 |
|    clip_fraction        | 0.0529      |
|    clip_range           | 0.2         |
|    entropy_loss         | 1.16        |
|    explained_variance   | 0.858       |
|    learning_rate        | 5e-05       |
|    loss                 | 1.5         |
|    n_updates            | 3210        |
|    policy_gradient_loss | -0.00291    |
|    std                  | 0.135       |
|    value_loss           | 39          |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.1e+03    |
|    ep_rew_mean          | 127        |
| time/                   |            |
|    fps                  | 1043       |
|    iterations           | 44         |
|    time_elapsed         | 86         |
|    total_timesteps      | 1318912    |
| train/                  |            |
|    approx_kl            | 0.01019932 |
|    clip_fraction        | 0.282      |
|    clip_range           | 0.2        |
|    entropy_loss         | 1.16       |
|    explained_variance   | 0.739      |
|    learning_rate        | 5e-05      |
|    loss                 | 1.41       |
|    n_updates            | 3215       |
|    policy_gradient_loss | 0.0154     |
|    std                  | 0.135      |
|    value_loss           | 66.6       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 127         |
